stdntid,female,white,black,asian,age,yearssmall,kinnercity,ksuburban,krural,ktwhite,gkthighdegree,gktyears,gkfreelunch,gkabsent,gktreadss,gktmathss,gktlstnss,gktwordss,1innercity,1suburban,1rural,1twhite,g1thighdegree,g1tyears,g1freelunch,g1absent,g1treadss,g1tmathss,g1tlstnss,g1twordss,g1readbsraw,g1mathbsraw,2innercity,2suburban,2rural,2twhite,g2thighdegree,g2tyears,g2freelunch,g2treadss,g2tmathss,g2tlstnss,g2twordss,g2readbsraw,g2mathbsraw,3innercity,3suburban,3rural,3twhite,3tblack,g3thighdegree,g3tyears,g3freelunch,g3absent,g3treadss,g3tmathss,g3tlstnss,g3twordss
13637,1.0,0,1,0,5.453910757921107,0,0,1,0,0,2.0,12.0,1.0,1.0,421.0,459.0,536.0,414.0,0,1,0,0,2.0,2.0,1.0,1.0,497.0,518.0,554.0,499.0,31.0,39.0,0,1,0,1,2.0,9.0,0.0,588.0,557.0,581.0,574.0,43.0,57.0,0,1,0,1,0,3.0,28.0,0.0,0.0,612.0,593.0,601.0,607.0
13638,0.0,1,0,0,5.122624010075498,0,0,0,1,1,3.0,9.0,0.0,19.0,463.0,473.0,490.0,480.0,0,0,1,1,2.0,20.0,0.0,9.0,564.0,529.0,543.0,601.0,29.0,44.0,0,0,1,1,2.0,19.0,0.0,618.0,620.0,567.0,605.0,40.0,57.0,0,0,1,1,0,2.0,2.0,0.0,3.0,631.0,667.0,608.0,676.0
13639,0.0,1,0,0,5.117148196061521,0,0,0,1,1,3.0,10.0,0.0,21.0,422.0,434.0,509.0,418.0,0,0,1,1,2.0,15.0,0.0,3.0,558.0,567.0,538.0,601.0,32.0,42.0,0,0,1,0,2.0,10.0,0.0,555.0,632.0,554.0,541.0,45.0,51.0,0,0,1,1,0,3.0,13.0,0.0,5.0,604.0,589.0,601.0,620.0
13643,0.0,0,1,0,5.42926959485821,2,1,0,0,0,3.0,15.0,1.0,0.0,492.0,454.0,524.0,494.0,1,0,0,0,3.0,30.0,1.0,1.0,651.0,470.0,546.0,601.0,31.0,30.0,1,0,0,1,2.0,3.0,1.0,579.0,499.0,567.0,648.0,38.0,44.0,1,0,0,1,0,3.0,22.0,0.0,2.0,573.0,583.0,603.0,581.0
13648,1.0,1,0,0,5.1992854062711755,0,0,0,1,1,3.0,13.0,0.0,1.0,476.0,520.0,565.0,494.0,0,0,1,1,3.0,13.0,0.0,0.0,564.0,553.0,574.0,536.0,32.0,41.0,0,0,1,1,2.0,6.0,0.0,650.0,648.0,656.0,605.0,48.0,58.0,0,0,1,1,0,2.0,8.0,1.0,7.0,680.0,639.0,660.0,676.0
13659,0.0,0,1,0,5.092507032998624,4,0,1,0,1,2.0,3.0,1.0,14.0,474.0,506.0,516.0,458.0,0,1,0,1,2.0,1.0,1.0,15.0,468.0,500.0,538.0,470.0,23.0,36.0,0,1,0,0,2.0,12.0,1.0,523.0,522.0,567.0,505.0,43.0,60.0,0,1,0,0,1,2.0,7.0,1.0,5.0,529.0,515.0,540.0,509.0
13660,0.0,0,1,0,5.653777969431268,0,1,0,0,1,2.0,2.0,1.0,0.0,422.0,434.0,509.0,401.0,1,0,0,0,2.0,31.0,1.0,3.0,530.0,553.0,534.0,524.0,5.0,44.0,1,0,0,1,2.0,19.0,1.0,586.0,579.0,587.0,593.0,44.0,57.0,1,0,0,1,0,2.0,23.0,1.0,9.0,559.0,555.0,580.0,581.0
13674,0.0,0,1,0,5.645564248410302,4,0,1,0,1,2.0,0.0,0.0,3.0,439.0,576.0,554.0,453.0,0,1,0,1,2.0,4.0,0.0,6.0,564.0,592.0,577.0,551.0,32.0,43.0,0,1,0,1,2.0,28.0,0.0,659.0,659.0,617.0,621.0,46.0,59.0,0,1,0,1,0,2.0,11.0,0.0,6.0,661.0,678.0,649.0,655.0
13675,1.0,1,0,0,5.645564248410302,0,0,1,0,1,2.0,0.0,0.0,6.0,474.0,513.0,545.0,474.0,0,1,0,1,2.0,16.0,0.0,4.0,536.0,549.0,571.0,524.0,28.0,43.0,0,1,0,1,2.0,12.0,0.0,618.0,579.0,617.0,593.0,44.0,59.0,0,1,0,0,1,3.0,19.0,0.0,5.0,650.0,667.0,634.0,655.0
13679,0.0,1,0,0,5.117148196061521,0,0,0,1,0,2.0,13.0,0.0,4.0,428.0,484.0,520.0,431.0,0,0,1,1,2.0,11.0,1.0,7.0,474.0,486.0,536.0,470.0,23.0,34.0,0,0,1,1,3.0,13.0,1.0,569.0,570.0,575.0,567.0,36.0,46.0,0,0,1,1,0,3.0,17.0,1.0,4.0,604.0,604.0,627.0,624.0
13681,0.0,0,1,0,5.442959129893153,3,1,0,0,0,2.0,6.0,1.0,22.0,427.0,439.0,509.0,418.0,1,0,0,0,2.0,13.0,1.0,17.0,507.0,463.0,546.0,536.0,30.0,33.0,1,0,0,0,2.0,8.0,1.0,569.0,517.0,564.0,574.0,35.0,43.0,1,0,0,0,1,3.0,21.0,1.0,17.0,585.0,596.0,603.0,588.0
13684,0.0,0,1,0,5.642826341403314,0,1,0,0,0,2.0,6.0,1.0,16.0,382.0,444.0,501.0,374.0,1,0,0,0,2.0,3.0,1.0,7.0,468.0,474.0,501.0,470.0,21.0,35.0,1,0,0,1,2.0,4.0,1.0,523.0,559.0,564.0,541.0,35.0,52.0,1,0,0,1,0,3.0,16.0,1.0,10.0,585.0,591.0,577.0,570.0
13713,0.0,0,1,0,5.620923085347406,4,1,0,0,0,2.0,14.0,1.0,4.0,442.0,494.0,524.0,440.0,1,0,0,0,2.0,26.0,1.0,8.0,497.0,542.0,574.0,493.0,30.0,44.0,1,0,0,1,2.0,4.0,1.0,557.0,577.0,578.0,536.0,32.0,56.0,1,0,0,0,1,2.0,29.0,1.0,12.0,570.0,586.0,603.0,553.0
13718,0.0,0,1,0,5.620923085347406,4,1,0,0,1,2.0,2.0,0.0,4.0,478.0,520.0,586.0,468.0,1,0,0,0,3.0,17.0,0.0,3.0,456.0,495.0,577.0,446.0,28.0,44.0,1,0,0,1,2.0,2.0,0.0,536.0,565.0,596.0,505.0,43.0,56.0,1,0,0,0,1,2.0,3.0,0.0,0.0,629.0,639.0,649.0,615.0
13724,1.0,0,1,0,5.609971457319452,0,0,1,0,0,2.0,20.0,0.0,8.0,468.0,520.0,595.0,463.0,0,1,0,1,2.0,2.0,0.0,8.0,564.0,529.0,568.0,577.0,30.0,43.0,0,1,0,0,2.0,5.0,0.0,637.0,584.0,590.0,605.0,48.0,54.0,0,1,0,0,1,3.0,20.0,0.0,9.0,647.0,651.0,629.0,676.0
13726,0.0,0,1,0,5.418317966830257,2,1,0,0,1,2.0,2.0,1.0,6.0,439.0,513.0,540.0,449.0,1,0,0,0,2.0,31.0,1.0,5.0,530.0,572.0,580.0,536.0,30.0,44.0,1,0,0,0,2.0,30.0,1.0,618.0,599.0,575.0,672.0,42.0,54.0,1,0,0,0,1,3.0,33.0,1.0,5.0,636.0,645.0,603.0,648.0
13730,1.0,0,1,0,5.604495643305475,4,1,0,0,0,3.0,13.0,1.0,5.0,465.0,602.0,607.0,449.0,1,0,0,1,2.0,18.0,1.0,21.0,604.0,627.0,625.0,601.0,31.0,43.0,1,0,0,1,2.0,19.0,1.0,650.0,639.0,636.0,672.0,48.0,60.0,1,0,0,0,1,2.0,30.0,1.0,21.0,686.0,659.0,637.0,717.0
13731,1.0,0,1,0,5.385463082746394,0,0,1,0,0,2.0,20.0,0.0,1.0,474.0,602.0,607.0,463.0,0,1,0,1,2.0,2.0,0.0,7.0,527.0,518.0,568.0,536.0,28.0,43.0,0,1,0,0,2.0,2.0,0.0,591.0,568.0,572.0,648.0,39.0,49.0,0,1,0,0,1,3.0,20.0,0.0,3.0,657.0,634.0,619.0,655.0
13738,0.0,0,1,0,5.407366338802302,0,1,0,0,0,2.0,3.0,1.0,3.0,414.0,473.0,536.0,396.0,1,0,0,1,3.0,11.0,1.0,0.0,483.0,532.0,536.0,493.0,28.0,41.0,1,0,0,1,3.0,11.0,1.0,541.0,590.0,559.0,515.0,42.0,57.0,1,0,0,0,1,3.0,23.0,1.0,9.0,629.0,651.0,632.0,603.0
13740,1.0,1,0,0,5.604495643305475,0,0,0,1,1,3.0,3.0,0.0,6.0,430.0,449.0,536.0,427.0,0,0,1,1,3.0,11.0,0.0,5.0,507.0,526.0,571.0,506.0,27.0,43.0,0,0,1,1,6.0,15.0,0.0,591.0,593.0,622.0,574.0,44.0,57.0,0,0,1,1,0,3.0,8.0,0.0,2.0,597.0,616.0,632.0,588.0
13751,1.0,1,0,0,5.555213317179682,4,0,0,1,1,2.0,8.0,0.0,1.0,458.0,520.0,595.0,463.0,0,0,1,1,3.0,13.0,0.0,0.0,530.0,584.0,645.0,506.0,30.0,44.0,0,0,1,1,3.0,15.0,0.0,596.0,596.0,617.0,648.0,43.0,57.0,0,0,1,1,0,2.0,13.0,0.0,10.0,670.0,684.0,668.0,655.0
13765,0.0,0,1,0,4.928232612579314,0,1,0,0,1,2.0,11.0,1.0,2.0,403.0,399.0,498.0,405.0,1,0,0,0,2.0,1.0,1.0,6.0,507.0,486.0,580.0,551.0,18.0,33.0,1,0,0,1,2.0,1.0,1.0,500.0,584.0,581.0,489.0,25.0,51.0,1,0,0,0,1,3.0,11.0,1.0,8.0,572.0,604.0,627.0,567.0
13772,1.0,0,1,0,5.360821919683498,0,0,1,0,1,3.0,10.0,0.0,1.0,428.0,429.0,520.0,405.0,0,1,0,0,2.0,3.0,0.0,0.0,503.0,518.0,556.0,493.0,29.0,38.0,0,1,0,0,2.0,4.0,0.0,614.0,552.0,556.0,605.0,44.0,53.0,0,1,0,0,1,3.0,19.0,0.0,0.0,620.0,631.0,637.0,655.0
13773,1.0,1,0,0,5.648302155417291,2,0,0,1,1,2.0,9.0,0.0,12.0,440.0,478.0,528.0,453.0,0,0,1,1,2.0,20.0,0.0,0.0,512.0,542.0,559.0,486.0,27.0,42.0,0,0,1,1,3.0,15.0,0.0,557.0,536.0,596.0,547.0,34.0,55.0,0,0,1,1,0,2.0,13.0,0.0,4.0,592.0,593.0,606.0,581.0
13778,1.0,1,0,0,5.629136806368372,0,0,0,1,1,2.0,1.0,0.0,7.0,450.0,528.0,607.0,463.0,0,0,1,1,2.0,0.0,0.0,4.0,544.0,553.0,592.0,506.0,32.0,44.0,0,0,1,1,2.0,20.0,0.0,669.0,632.0,622.0,672.0,48.0,60.0,0,0,1,1,0,2.0,28.0,0.0,3.0,657.0,672.0,677.0,648.0
13782,1.0,1,0,0,5.653777969431268,4,0,0,0,1,2.0,13.0,0.0,19.0,472.0,506.0,578.0,468.0,0,0,0,1,2.0,20.0,0.0,9.0,509.0,592.0,606.0,493.0,24.0,42.0,0,0,0,1,3.0,23.0,1.0,571.0,659.0,631.0,547.0,40.0,59.0,0,0,0,1,0,2.0,9.0,1.0,17.0,588.0,645.0,617.0,560.0
13783,1.0,0,1,0,5.371773547711452,1,1,0,0,0,2.0,3.0,1.0,7.0,468.0,489.0,528.0,453.0,1,0,0,1,3.0,11.0,1.0,11.0,492.0,532.0,565.0,486.0,28.0,42.0,1,0,0,1,3.0,11.0,1.0,568.0,572.0,570.0,560.0,41.0,57.0,1,0,0,1,0,2.0,11.0,1.0,3.0,612.0,626.0,615.0,629.0
13792,0.0,1,0,0,5.612709364326441,0,0,0,1,1,2.0,13.0,0.0,19.0,413.0,473.0,545.0,386.0,0,0,1,1,2.0,10.0,0.0,6.0,548.0,542.0,618.0,551.0,31.0,42.0,0,0,1,1,3.0,27.0,0.0,599.0,584.0,622.0,593.0,47.0,52.0,0,0,1,1,0,3.0,19.0,0.0,5.0,639.0,642.0,646.0,635.0
13793,0.0,0,1,0,5.445697036900142,0,0,1,0,0,2.0,18.0,1.0,7.0,437.0,528.0,540.0,440.0,0,1,0,0,3.0,9.0,0.0,5.0,571.0,584.0,592.0,551.0,32.0,44.0,0,1,0,1,3.0,18.0,0.0,659.0,699.0,617.0,672.0,47.0,60.0,0,1,0,0,1,2.0,8.0,0.0,0.0,654.0,659.0,643.0,676.0
13795,0.0,1,0,0,5.566164945207636,4,0,0,1,1,2.0,12.0,1.0,9.0,434.0,513.0,549.0,449.0,0,0,1,0,2.0,12.0,1.0,7.0,530.0,515.0,531.0,577.0,29.0,36.0,0,0,1,1,2.0,23.0,1.0,539.0,541.0,551.0,547.0,32.0,40.0,0,0,1,1,0,2.0,12.0,1.0,7.0,597.0,583.0,575.0,599.0
13798,1.0,1,0,0,5.63187471337536,0,0,0,1,1,3.0,11.0,0.0,9.0,476.0,576.0,565.0,458.0,0,0,1,1,3.0,5.0,0.0,3.0,604.0,584.0,625.0,577.0,31.0,44.0,0,0,1,1,3.0,11.0,0.0,684.0,632.0,636.0,672.0,46.0,60.0,0,0,1,1,0,2.0,19.0,0.0,0.0,686.0,700.0,683.0,740.0
13801,1.0,0,1,0,5.623660992354394,0,0,0,1,1,3.0,13.0,0.0,1.0,407.0,439.0,528.0,386.0,0,0,1,1,2.0,5.0,0.0,3.0,501.0,502.0,565.0,493.0,24.0,35.0,0,0,1,1,2.0,15.0,0.0,596.0,626.0,642.0,605.0,47.0,56.0,0,0,1,1,0,3.0,9.0,0.0,5.0,629.0,616.0,652.0,591.0
13802,1.0,1,0,0,5.620923085347406,0,0,0,1,1,2.0,2.0,0.0,6.0,408.0,478.0,516.0,423.0,0,0,1,1,3.0,11.0,0.0,14.0,540.0,526.0,543.0,524.0,31.0,41.0,0,0,1,1,2.0,19.0,0.0,643.0,577.0,572.0,593.0,44.0,54.0,0,0,1,1,0,2.0,3.0,0.0,5.0,641.0,631.0,624.0,655.0
13803,1.0,0,1,0,5.385463082746394,4,1,0,0,1,2.0,14.0,1.0,3.0,465.0,494.0,545.0,480.0,1,0,0,1,2.0,4.0,1.0,4.0,536.0,490.0,526.0,577.0,32.0,40.0,1,0,0,0,2.0,30.0,1.0,622.0,599.0,590.0,672.0,42.0,53.0,1,0,0,0,1,3.0,33.0,1.0,4.0,654.0,631.0,608.0,648.0
13806,0.0,1,0,0,5.629136806368372,0,0,0,1,1,3.0,13.0,0.0,0.0,413.0,463.0,536.0,410.0,0,0,1,1,2.0,0.0,0.0,0.0,480.0,505.0,562.0,481.0,6.0,38.0,0,0,1,1,2.0,16.0,0.0,568.0,572.0,596.0,560.0,41.0,54.0,0,0,1,1,0,2.0,1.0,0.0,1.0,608.0,610.0,629.0,595.0
13809,0.0,0,1,0,5.377249361725429,1,0,1,0,1,2.0,2.0,1.0,6.0,428.0,489.0,501.0,423.0,0,1,0,0,3.0,9.0,1.0,1.0,507.0,472.0,548.0,514.0,28.0,34.0,0,1,0,1,3.0,18.0,1.0,566.0,548.0,587.0,525.0,36.0,53.0,0,1,0,0,1,2.0,18.0,1.0,2.0,569.0,589.0,597.0,546.0
13818,0.0,1,0,0,5.579854480242578,0,0,1,0,1,3.0,8.0,0.0,3.0,425.0,473.0,536.0,396.0,0,1,0,1,2.0,1.0,0.0,2.0,564.0,567.0,584.0,577.0,30.0,44.0,0,1,0,1,3.0,22.0,0.0,659.0,603.0,636.0,605.0,45.0,60.0,0,1,0,1,0,3.0,15.0,0.0,1.0,654.0,642.0,632.0,629.0
13821,0.0,1,0,0,5.544261689151728,0,0,1,0,1,3.0,8.0,0.0,3.0,451.0,528.0,565.0,440.0,0,1,0,1,2.0,1.0,0.0,2.0,629.0,553.0,562.0,601.0,32.0,43.0,0,1,0,1,3.0,22.0,0.0,643.0,615.0,642.0,621.0,47.0,58.0,0,1,0,1,0,3.0,15.0,0.0,2.0,626.0,639.0,627.0,611.0
13826,1.0,0,1,0,5.486765642004969,3,1,0,0,1,3.0,24.0,1.0,7.0,495.0,576.0,586.0,474.0,0,1,0,0,3.0,32.0,1.0,8.0,501.0,557.0,551.0,514.0,29.0,43.0,0,1,0,0,2.0,7.0,1.0,536.0,552.0,554.0,547.0,31.0,53.0,0,1,0,1,0,3.0,9.0,1.0,2.0,597.0,604.0,599.0,584.0
13830,1.0,1,0,0,5.355346105669521,4,0,1,0,0,2.0,12.0,1.0,12.0,430.0,520.0,528.0,427.0,0,1,0,0,2.0,1.0,1.0,3.0,492.0,538.0,556.0,506.0,25.0,44.0,0,1,0,1,3.0,11.0,1.0,599.0,603.0,593.0,574.0,44.0,56.0,0,1,0,1,0,2.0,8.0,1.0,0.0,608.0,634.0,601.0,655.0
13831,1.0,0,1,0,5.355346105669521,0,0,1,0,0,3.0,15.0,1.0,4.0,437.0,520.0,607.0,440.0,0,1,0,1,3.0,23.0,1.0,4.0,527.0,523.0,565.0,536.0,32.0,41.0,0,1,0,0,2.0,10.0,1.0,593.0,626.0,587.0,648.0,47.0,58.0,0,1,0,1,0,2.0,4.0,1.0,2.0,624.0,651.0,624.0,599.0
13835,0.0,1,0,0,5.327967035599635,0,0,1,0,0,2.0,18.0,1.0,9.0,443.0,468.0,520.0,458.0,0,1,0,0,3.0,9.0,1.0,2.0,544.0,507.0,554.0,514.0,31.0,38.0,0,1,0,1,3.0,18.0,0.0,602.0,572.0,570.0,621.0,40.0,57.0,0,1,0,0,1,2.0,8.0,0.0,6.0,608.0,616.0,606.0,591.0
13838,1.0,0,1,0,5.349870291655543,0,1,0,0,0,2.0,10.0,1.0,1.0,443.0,536.0,536.0,414.0,1,0,0,1,2.0,2.0,1.0,1.0,475.0,502.0,571.0,475.0,29.0,36.0,1,0,0,1,2.0,1.0,1.0,552.0,554.0,631.0,547.0,39.0,57.0,1,0,0,1,0,2.0,3.0,1.0,2.0,585.0,567.0,606.0,577.0
13840,0.0,1,0,0,5.527834247109797,0,0,0,1,1,3.0,10.0,1.0,3.0,419.0,454.0,505.0,418.0,0,0,1,0,2.0,14.0,1.0,2.0,465.0,500.0,524.0,451.0,24.0,28.0,0,0,1,1,3.0,8.0,1.0,622.0,584.0,570.0,593.0,34.0,58.0,0,0,1,1,0,2.0,11.0,1.0,7.0,575.0,568.0,593.0,581.0
13841,0.0,1,0,0,5.525096340102809,0,0,0,1,1,3.0,12.0,1.0,3.0,487.0,536.0,560.0,502.0,0,0,1,0,2.0,14.0,1.0,7.0,651.0,592.0,551.0,601.0,32.0,44.0,0,0,1,1,3.0,8.0,1.0,604.0,639.0,677.0,605.0,45.0,57.0,0,0,1,1,0,2.0,11.0,1.0,7.0,612.0,629.0,643.0,591.0
13842,1.0,0,1,0,5.519620526088831,4,0,0,1,1,2.0,16.0,1.0,23.0,437.0,484.0,560.0,427.0,0,0,1,1,3.0,12.0,1.0,1.0,571.0,545.0,611.0,577.0,30.0,44.0,0,0,1,1,3.0,14.0,1.0,593.0,568.0,602.0,621.0,38.0,51.0,0,0,1,1,0,2.0,10.0,1.0,1.0,583.0,577.0,612.0,563.0
13843,0.0,1,0,0,5.536047968130762,4,0,0,1,1,3.0,6.0,0.0,2.0,487.0,602.0,622.0,480.0,0,0,1,1,2.0,19.0,0.0,0.0,651.0,592.0,660.0,601.0,32.0,44.0,0,0,1,1,6.0,12.0,0.0,732.0,674.0,677.0,672.0,46.0,59.0,0,0,1,1,0,3.0,3.0,0.0,1.0,702.0,678.0,672.0,691.0
13846,1.0,1,0,0,5.511406805067866,0,0,0,1,1,3.0,12.0,0.0,3.0,451.0,528.0,578.0,463.0,0,0,1,1,2.0,20.0,0.0,6.0,571.0,567.0,596.0,577.0,29.0,44.0,0,0,1,1,2.0,19.0,1.0,604.0,639.0,590.0,605.0,45.0,59.0,0,0,1,1,0,2.0,2.0,0.0,13.0,626.0,659.0,643.0,607.0
13858,1.0,1,0,0,5.541523782144739,0,0,0,1,1,3.0,4.0,0.0,1.0,500.0,602.0,607.0,480.0,0,0,1,1,3.0,12.0,0.0,1.0,533.0,520.0,534.0,536.0,29.0,41.0,0,0,1,1,3.0,6.0,0.0,545.0,561.0,540.0,574.0,37.0,54.0,0,0,1,0,1,2.0,16.0,0.0,2.0,580.0,591.0,582.0,584.0
13859,0.0,0,1,0,5.374511454718441,4,0,1,0,0,2.0,12.0,0.0,4.0,418.0,468.0,549.0,396.0,0,1,0,1,2.0,21.0,0.0,3.0,533.0,505.0,580.0,551.0,31.0,41.0,0,1,0,1,2.0,4.0,0.0,602.0,579.0,617.0,621.0,42.0,55.0,0,1,0,0,1,2.0,18.0,0.0,0.0,600.0,622.0,612.0,620.0
13860,1.0,1,0,0,5.582592387249567,4,0,0,1,1,2.0,4.0,0.0,7.0,433.0,478.0,571.0,435.0,0,0,1,1,2.0,2.0,0.0,8.0,501.0,562.0,625.0,499.0,26.0,39.0,0,0,1,1,3.0,28.0,0.0,602.0,593.0,622.0,648.0,41.0,58.0,0,0,1,1,0,2.0,36.0,0.0,2.0,608.0,629.0,668.0,629.0
13861,1.0,1,0,0,5.566164945207636,2,0,0,1,1,3.0,6.0,0.0,12.0,451.0,506.0,554.0,453.0,0,0,1,1,2.0,11.0,0.0,12.0,604.0,535.0,584.0,601.0,30.0,41.0,0,0,1,1,2.0,7.0,0.0,669.0,599.0,665.0,648.0,48.0,60.0,0,0,1,1,0,2.0,6.0,0.0,3.0,639.0,622.0,656.0,607.0
13862,0.0,1,0,0,5.566164945207636,4,0,0,1,1,2.0,6.0,0.0,2.0,450.0,547.0,545.0,458.0,0,0,1,1,2.0,13.0,0.0,5.0,629.0,653.0,645.0,601.0,31.0,44.0,0,0,1,1,2.0,14.0,0.0,650.0,626.0,622.0,648.0,45.0,55.0,0,0,1,1,0,2.0,18.0,0.0,10.0,665.0,678.0,649.0,717.0
13865,0.0,1,0,0,5.549737503165705,0,0,0,1,1,2.0,16.0,0.0,17.0,455.0,494.0,545.0,453.0,0,0,1,1,2.0,16.0,0.0,7.0,571.0,549.0,601.0,577.0,31.0,44.0,0,0,1,1,2.0,8.0,0.0,602.0,579.0,593.0,574.0,36.0,57.0,0,0,1,1,0,2.0,12.0,0.0,7.0,593.0,562.0,632.0,603.0
13866,1.0,1,0,0,5.549737503165705,0,0,0,1,1,3.0,6.0,0.0,5.0,455.0,520.0,560.0,449.0,0,0,1,1,2.0,16.0,0.0,9.0,604.0,557.0,584.0,601.0,30.0,43.0,0,0,1,1,2.0,8.0,0.0,622.0,615.0,610.0,605.0,47.0,56.0,0,0,1,1,0,2.0,12.0,0.0,5.0,657.0,659.0,640.0,629.0
13872,0.0,1,0,0,5.527834247109797,0,0,0,1,1,2.0,16.0,0.0,4.0,425.0,454.0,545.0,414.0,0,0,1,1,2.0,10.0,1.0,17.0,454.0,493.0,551.0,446.0,18.0,33.0,0,0,1,1,2.0,26.0,0.0,571.0,593.0,570.0,560.0,36.0,54.0,0,0,1,1,0,2.0,17.0,0.0,6.0,614.0,594.0,595.0,599.0
13873,1.0,1,0,0,5.5168826190818425,4,0,0,1,1,3.0,6.0,1.0,9.0,450.0,513.0,532.0,449.0,0,0,1,1,2.0,12.0,1.0,0.0,519.0,562.0,574.0,577.0,30.0,42.0,0,0,1,1,3.0,6.0,1.0,582.0,626.0,593.0,583.0,45.0,53.0,0,0,1,0,1,2.0,15.0,0.0,9.0,650.0,651.0,627.0,691.0
13874,1.0,1,0,0,5.511406805067866,4,0,0,1,1,2.0,2.0,1.0,1.0,437.0,468.0,540.0,427.0,0,0,1,1,3.0,2.0,1.0,8.0,490.0,562.0,554.0,493.0,23.0,42.0,0,0,1,1,3.0,15.0,1.0,571.0,620.0,570.0,547.0,38.0,60.0,0,0,1,1,0,2.0,14.0,1.0,3.0,608.0,672.0,606.0,620.0
13876,1.0,1,0,0,5.612709364326441,0,0,0,1,1,2.0,16.0,0.0,0.0,468.0,489.0,512.0,468.0,0,0,1,1,2.0,16.0,0.0,0.0,579.0,529.0,548.0,577.0,29.0,42.0,0,0,1,1,2.0,8.0,0.0,614.0,596.0,578.0,593.0,43.0,57.0,0,0,1,1,0,2.0,12.0,0.0,1.0,644.0,634.0,617.0,641.0
13887,1.0,1,0,0,5.57711657323559,0,0,1,0,1,2.0,17.0,0.0,10.0,461.0,513.0,622.0,463.0,0,1,0,1,2.0,0.0,0.0,5.0,564.0,584.0,618.0,551.0,31.0,42.0,0,1,0,1,2.0,3.0,0.0,614.0,632.0,642.0,583.0,47.0,59.0,0,1,0,1,0,2.0,11.0,0.0,14.0,647.0,629.0,652.0,641.0
13890,0.0,1,0,0,5.5743786662286015,0,0,1,0,1,2.0,3.0,0.0,13.0,443.0,489.0,565.0,440.0,0,1,0,1,3.0,6.0,0.0,6.0,590.0,538.0,571.0,551.0,28.0,41.0,0,1,0,1,2.0,1.0,0.0,555.0,546.0,617.0,567.0,42.0,52.0,0,1,0,1,0,3.0,16.0,0.0,6.0,616.0,603.0,627.0,577.0
13898,1.0,1,0,0,5.566164945207636,4,0,0,1,1,2.0,1.0,0.0,14.0,424.0,444.0,554.0,423.0,0,0,1,1,3.0,10.0,0.0,13.0,488.0,518.0,565.0,506.0,24.0,34.0,0,0,1,0,3.0,18.0,0.0,554.0,528.0,602.0,530.0,41.0,39.0,0,0,1,1,0,3.0,11.0,0.0,2.0,626.0,608.0,612.0,620.0
13905,1.0,1,0,0,5.563427038200647,2,0,0,1,1,3.0,13.0,0.0,1.0,440.0,559.0,622.0,453.0,0,0,1,1,3.0,5.0,0.0,0.0,590.0,592.0,601.0,601.0,32.0,43.0,0,0,1,1,2.0,5.0,0.0,631.0,721.0,622.0,605.0,46.0,60.0,0,0,1,1,0,2.0,22.0,0.0,0.0,654.0,667.0,652.0,635.0
13906,1.0,1,0,0,5.55795122418667,2,0,1,0,1,2.0,18.0,0.0,17.0,430.0,489.0,554.0,414.0,0,1,0,1,2.0,1.0,0.0,10.0,478.0,505.0,565.0,481.0,21.0,40.0,0,1,0,0,2.0,27.0,1.0,521.0,522.0,572.0,541.0,36.0,32.0,0,1,0,1,0,2.0,23.0,0.0,13.0,597.0,586.0,608.0,574.0
13911,1.0,1,0,0,5.325229128592647,4,0,1,0,0,3.0,14.0,0.0,17.0,447.0,500.0,545.0,427.0,0,1,0,1,2.0,4.0,0.0,7.0,487.0,497.0,526.0,481.0,26.0,35.0,0,1,0,0,2.0,25.0,0.0,560.0,528.0,532.0,567.0,35.0,45.0,0,1,0,1,0,2.0,21.0,0.0,14.0,560.0,585.0,584.0,563.0
13913,0.0,1,0,0,5.552475410172693,4,0,1,0,0,2.0,16.0,0.0,3.0,468.0,468.0,571.0,474.0,0,1,0,1,2.0,9.0,0.0,4.0,536.0,572.0,541.0,551.0,28.0,44.0,0,1,0,1,2.0,8.0,0.0,573.0,615.0,545.0,574.0,36.0,58.0,0,1,0,1,0,3.0,17.0,0.0,0.0,600.0,642.0,595.0,607.0
13915,1.0,1,0,0,5.549737503165705,3,0,1,0,1,2.0,18.0,0.0,3.0,468.0,547.0,578.0,458.0,0,1,0,1,2.0,13.0,0.0,7.0,553.0,572.0,601.0,524.0,32.0,44.0,0,1,0,1,2.0,2.0,0.0,622.0,579.0,636.0,621.0,45.0,54.0,0,1,0,1,0,3.0,6.0,0.0,6.0,661.0,651.0,656.0,641.0
13919,0.0,1,0,0,5.544261689151728,0,0,1,0,1,3.0,13.0,0.0,4.0,442.0,468.0,536.0,431.0,0,1,0,1,2.0,4.0,0.0,7.0,475.0,505.0,543.0,460.0,25.0,35.0,0,1,0,1,3.0,19.0,0.0,560.0,533.0,626.0,593.0,45.0,40.0,0,1,0,0,1,3.0,19.0,0.0,2.0,573.0,568.0,599.0,588.0
13921,1.0,1,0,0,5.544261689151728,4,0,1,0,1,3.0,18.0,0.0,13.0,442.0,520.0,536.0,468.0,0,1,0,1,2.0,20.0,0.0,16.0,507.0,545.0,577.0,506.0,24.0,44.0,0,1,0,1,2.0,19.0,0.0,575.0,615.0,602.0,593.0,43.0,57.0,0,1,0,1,0,3.0,13.0,0.0,9.0,626.0,610.0,619.0,624.0
